RareDropTable=false
37619, 1, 1, 1
37620, 1, 1, 1
37621, 1, 1, 1
37622, 1, 1, 1
37624, 1, 1, 1
37626, 1, 1, 1
37630, 1, 1, 1
37681, 1, 1, 4
995, 225000, 2902000, 1
2361, 91, 278, 1
1747, 12, 183, 1
1751, 99, 178, 1
28256, 13, 30, 1
2485, 67, 234, 1
3049, 68, 124, 1
219, 69, 167, 1
217, 68, 114, 1
1444, 48, 117, 1
989, 13, 42, 1
6693, 45, 136, 1
29323, 1150, 2327, 1
29324, 900, 1818, 1
1749, 92, 200, 1
1432, 68, 322, 1
15270, 138, 436, 1
1631, 46, 187, 1
6571, 1, 11, 1
9194, 107, 366, 1
11232, 500, 700, 1
11237, 1137, 2820, 1
1391, 65, 179, 1
2363, 30, 159, 1
