RareDropTable=false
30209, 8, 27, 0
35199, 5, 8, 1
6685, 5, 8, 1
3024, 5, 8, 1
1127, 15, 46, 1
1247, 20, 28, 1
31881, 25, 25, 2
1391, 104, 139, 2
30213, 1, 1, 4
1515, 314, 869, 1
1513, 209, 245, 1
1747, 100, 146, 1
1444, 72, 89, 1
2363, 26, 51, 1
383, 104, 148, 2
15270, 103, 142, 2
2485, 44, 160, 2
217, 44, 59, 2
1631, 24, 73, 2
31867, 33, 33, 2
451, 50, 98, 2
29863, 2, 4, 2
30209, 72, 146, 2
989, 13, 30, 2
35202, 1, 1, 1
35203, 1, 1, 2
35217, 1, 1, 4
35201, 750, 1500, 1
35159, 1, 1, 2
35165, 1, 1, 2
35167, 1, 1, 2
35161, 1, 1, 2
35163, 1, 1, 2
35189, 1, 1, 2
35195, 1, 1, 2
35197, 1, 1, 2
35191, 1, 1, 2
35193, 1, 1, 2
35174, 1, 1, 2
35180, 1, 1, 2
35182, 1, 1, 2
35176, 1, 1, 2
35178, 1, 1, 2
35148, 1, 1, 2
