RareDropTable=false
579, 1, 1, 2
577, 1, 1, 2
1011, 1, 1, 2
25873, 1, 1, 2
4119, 1, 1, 3
1103, 1, 1, 3
1155, 1, 1, 3
1189, 1, 1, 3
1139, 1, 1, 3
1117, 1, 1, 3
1075, 1, 1, 3
1087, 1, 1, 3
1173, 1, 1, 3
1129, 1, 1, 3
1061, 1, 1, 3
1095, 1, 1, 3
1167, 1, 1, 3
1059, 1, 1, 3
25806, 1, 1, 3
1063, 1, 1, 3
1351, 1, 1, 3
1375, 1, 1, 3
3095, 1, 1, 3
1205, 1, 1, 3
3190, 1, 1, 3
1291, 1, 1, 3
1422, 1, 1, 3
1321, 1, 1, 3
1237, 1, 1, 3
1277, 1, 1, 3
1337, 1, 1, 3
806, 1, 1, 3
825, 1, 1, 3
864, 1, 1, 3
800, 1, 1, 3
9174, 1, 1, 3
25919, 1, 1, 3
841, 1, 1, 3
839, 1, 1, 3
1381, 1, 1, 2
1385, 1, 1, 2
1387, 1, 1, 2
1383, 1, 1, 2
25646, 1, 1, 2
25656, 1, 1, 2
884, 1, 11, 2
9140, 1, 6, 2
9075, 1, 11, 2
565, 1, 11, 2
559, 1, 11, 2
562, 1, 11, 2
564, 1, 11, 2
560, 1, 11, 2
563, 1, 11, 2
558, 1, 11, 2
561, 1, 11, 2
436, 1, 1, 1
438, 1, 1, 1
453, 1, 1, 2
440, 1, 1, 2
1511, 3, 3, 1
1519, 1, 1, 2
6333, 1, 1, 2
1734, 5, 20, 1
314, 5, 20, 1
34349, 1, 2, 1
9438, 3, 3, 1
1777, 1, 1, 1
2370, 1, 1, 2
25545, 1, 1, 2
25547, 1, 1, 2
